Geneid	gene_name	mock.FE01_40	PFK158.FE01_13	unlabled.FE01_22	mock.FE01_30	DMSO.FE01_41	DMSO.FE01_31	DMSO.FE01_21	PFK158.FE01_33	mock.FE01_10	DMSO.FE01_11	unlabled.FE01_12	unlabled.FE01_32	PFK158.FE01_23	PFK158.FE01_43	mock.FE01_20	unlabled.FE01_42
ENSG00000166340	TPP1	1549	1544	1482	1358	1500	1805	1489	1521	2456	1853	2104	908	1902	1856	2688	2590
ENSG00000255680	AC091564.6	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000166341	DCHS1	83	44	63	63	122	113	67	77	137	79	132	37	118	172	110	84
ENSG00000255390	AC091564.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255410	AC091564.5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000158042	MRPL17	4574	5858	6131	5787	3718	4391	4846	4758	6932	9972	14271	4492	4142	4387	13306	13795
ENSG00000241678	AC091564.1	3	2	1	3	2	1	2	3	3	4	8	1	3	3	8	9
ENSG00000254838	GVINP1	8	7	12	13	9	10	15	12	10	8	20	11	15	27	49	9
ENSG00000254781	GVINP2	3	1	2	3	1	4	0	0	2	1	2	1	0	1	2	4
ENSG00000188124	OR2AG2	10	20	15	10	19	14	15	12	14	7	30	16	22	28	36	27
ENSG00000279486	OR2AG1	2	0	0	4	2	5	2	7	3	16	8	5	7	3	7	4
ENSG00000184933	OR6A2	2	1	3	4	2	2	1	1	3	3	0	2	2	0	3	11
ENSG00000283415	AC087280.2	3	7	7	8	5	9	3	9	4	10	15	5	6	11	6	14
ENSG00000254712	AC087280.1	1	1	0	1	0	3	3	3	7	1	4	1	4	1	6	2
ENSG00000166363	OR10A5	1	0	0	1	1	3	2	1	1	0	1	0	2	1	0	0
ENSG00000170790	OR10A2	14	7	7	9	3	18	13	28	12	19	31	2	11	4	25	24
ENSG00000170782	OR10A4	0	0	0	1	2	1	2	2	2	0	3	2	2	0	1	1
ENSG00000166368	OR2D2	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	0
ENSG00000178358	OR2D3	1	0	0	1	1	0	0	0	2	1	0	2	0	0	1	0
ENSG00000149054	ZNF215	678	655	826	746	726	720	607	665	922	626	1173	410	717	933	1257	1220
ENSG00000149050	ZNF214	179	203	262	138	161	119	175	152	226	158	348	118	227	211	384	331
ENSG00000158077	NLRP14	11	15	8	4	13	5	14	9	12	10	22	4	19	26	18	18
ENSG00000170748	RBMXL2	3	2	1	2	1	2	1	0	1	2	2	0	3	1	6	6
ENSG00000255179	AC027804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221703	MIR302E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170743	SYT9	632	682	701	613	653	721	577	736	966	762	1031	406	793	946	1249	1084
ENSG00000251364	AC107884.1	52	86	58	71	73	105	62	79	97	82	105	45	90	85	125	73
ENSG00000183801	OLFML1	8	15	20	24	6	22	17	18	29	22	39	12	16	20	49	35
ENSG00000166387	PPFIBP2	245	315	350	298	286	423	345	344	356	438	460	177	382	448	574	464
ENSG00000254864	AC107884.2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000166394	CYB5R2	11	7	28	15	10	16	17	15	14	19	20	7	4	22	42	39
ENSG00000183378	OVCH2	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	3
ENSG00000275612	AC104237.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276668	AC104237.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000271758	AC044810.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254707	AC104237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176716	OR10AB1P	1	2	0	0	0	0	0	1	0	3	0	0	1	1	2	1
ENSG00000227892	OR5P4P	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0
ENSG00000254951	AC044810.2	1	0	0	1	0	0	0	1	1	6	4	0	0	0	3	0
ENSG00000166408	OR5P1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000241008	AC044810.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000183303	OR5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182334	OR5P3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000170688	OR5E1P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000252769	RNU6-943P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279000	OR10A6	2	0	0	0	0	0	0	1	0	2	0	2	0	0	3	0
ENSG00000170683	OR10A3	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0
ENSG00000182261	NLRP10	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0
ENSG00000175390	EIF3F	9883	11178	12980	9762	10269	11295	11017	11859	10827	14428	17179	7740	10371	11380	24827	24580
ENSG00000254642	COX6CP5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000255420	CASC23	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0
ENSG00000166402	TUB	2080	1798	1761	2028	2122	2116	2032	1887	3461	2133	3143	972	2817	3351	3870	2390
ENSG00000254921	AC116456.1	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000248332	TUB-AS1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1
ENSG00000279391	AC116456.2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000166405	RIC3	9	7	10	16	12	7	10	18	26	27	23	2	13	14	29	15
ENSG00000246820	AC091013.1	1	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0
ENSG00000166407	LMO1	94	90	138	120	96	127	130	147	114	139	222	77	107	136	331	291
ENSG00000130413	STK33	914	968	1177	985	1057	1189	1029	1122	1166	1069	1465	585	1214	1347	1847	2096
ENSG00000252778	RF00601	0	0	0	4	0	0	1	1	0	0	2	0	0	1	0	1
ENSG00000166436	TRIM66	172	157	185	166	202	194	227	185	280	243	291	91	264	339	389	277
ENSG00000254900	AC091053.2	7	1	2	6	8	5	3	3	7	5	1	5	4	8	2	8
ENSG00000166441	RPL27A	45848	63035	77749	57214	45173	54248	54513	64265	64033	106959	128154	48119	47461	52775	142420	166337
ENSG00000200983	SNORA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212607	SNORA3B	26	32	36	22	27	32	18	20	36	63	92	33	31	23	44	78
ENSG00000166444	ST5	268	275	279	318	244	332	357	289	492	388	480	145	464	451	550	334
ENSG00000254665	AC091053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255159	AC026894.1	0	0	2	3	2	1	0	0	2	6	6	1	2	0	3	3
ENSG00000252905	RNA5SP330	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202276	RF00019	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000166452	AKIP1	1090	1454	1649	1477	1179	1344	1433	1346	1366	2131	2723	1031	1223	1485	3085	3284
ENSG00000176029	C11orf16	21	17	14	25	12	15	20	8	27	33	34	18	11	16	29	22
ENSG00000176009	ASCL3	1	0	2	0	2	1	0	1	2	0	1	0	2	1	3	0
ENSG00000223080	RF00019	0	0	0	0	0	0	0	1	0	4	5	0	0	1	0	0
ENSG00000175348	TMEM9B	1418	1542	1460	1067	977	949	1112	1028	1934	1859	2464	687	1139	1123	3117	2418
ENSG00000254860	TMEM9B-AS1	112	104	112	164	120	156	153	128	153	138	209	76	186	209	227	179
ENSG00000175352	NRIP3	1246	1450	1564	1336	1349	1512	1455	1476	1763	1471	2091	835	1557	1778	2875	2533
ENSG00000253973	AC079296.1	3	0	2	2	1	6	3	4	0	0	4	1	2	4	3	1
ENSG00000175356	SCUBE2	16	14	25	23	26	36	18	28	35	51	53	19	32	33	58	28
ENSG00000264984	MIR5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213538	KRT8P41	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0
ENSG00000184014	DENND5A	2525	2411	2762	2868	3143	3166	2784	3036	3365	2537	3704	1321	3720	4353	4841	3791
ENSG00000255097	AP006259.1	6	9	4	4	5	9	3	8	10	6	7	6	12	5	8	7
ENSG00000273725	RF00017	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000166471	TMEM41B	2778	3501	4091	3522	4001	3800	3254	4153	4036	4208	5201	3036	3111	4297	6620	8828
ENSG00000254884	PRR13P2	2	3	3	16	5	9	12	11	7	7	4	5	4	14	4	8
ENSG00000205339	IPO7	11848	10040	12807	12623	13728	13227	11045	12732	14759	8220	14645	6492	15496	18148	20105	18861
ENSG00000201998	SNORA23	11	1	9	10	12	10	11	13	15	10	20	236	8	8	46	21
ENSG00000254397	AC132192.1	6	12	2	9	11	21	9	6	15	15	8	8	14	8	19	5
ENSG00000268403	AC132192.2	181	272	276	231	143	176	231	225	208	392	480	250	147	177	466	608
ENSG00000166478	ZNF143	624	677	861	588	657	679	618	717	880	648	1050	358	907	957	1232	1390
ENSG00000166483	WEE1	3227	2681	3493	2206	2305	2336	2726	2244	3389	3083	4165	1869	3156	2909	6861	4995
ENSG00000238387	RF01210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243964	RPL23AP65	44	60	65	66	22	52	60	55	58	42	42	39	36	23	56	65
ENSG00000255463	AC011979.2	0	0	0	0	0	0	0	0	0	7	6	0	0	0	1	0
ENSG00000239470	AC011979.1	8	5	11	7	6	9	4	3	3	5	8	4	5	7	3	22
ENSG00000133789	SWAP70	1403	1486	1693	1222	1277	1322	1450	1466	1866	1428	2138	773	1809	1770	2935	2658
ENSG00000201564	RN7SKP50	0	0	0	1	0	1	1	0	2	0	0	0	0	0	1	0
ENSG00000245522	AC026250.1	108	163	127	180	139	223	170	218	178	174	298	112	129	210	254	286
ENSG00000246273	SBF2-AS1	274	440	409	450	355	375	290	450	384	498	677	274	345	432	704	802
ENSG00000133812	SBF2	761	612	754	721	935	759	799	758	970	667	949	358	1181	1283	1295	1197
ENSG00000255476	AC011092.2	0	0	0	3	2	1	1	0	1	3	4	0	0	2	0	0
ENSG00000252568	RNU7-28P	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000254765	AC011092.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254865	AC100763.1	3	1	0	3	0	2	0	3	0	0	0	4	3	2	0	0
ENSG00000254719	AC080023.2	23	17	22	29	17	29	21	21	32	9	7	12	17	33	11	6
ENSG00000254554	AC080023.1	3	6	5	17	4	6	18	3	14	13	18	1	11	18	14	20
ENSG00000148926	ADM	503	765	989	528	469	553	734	575	772	1059	1428	607	709	760	1760	2123
ENSG00000133805	AMPD3	65	102	84	79	80	88	80	110	101	111	139	41	100	119	108	122
ENSG00000221574	RNU6ATAC33P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255823	MTRNR2L8	69	42	103	94	52	139	111	87	76	25	11	38	76	114	41	23
ENSG00000283813	MIR4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110315	RNF141	2516	2078	3113	2456	2634	2253	2419	2397	2614	2165	3397	1346	3151	3710	5203	5272
ENSG00000177112	MRVI1-AS1	5	13	17	8	6	5	11	10	12	22	12	5	5	12	26	27
ENSG00000133800	LYVE1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	6	5
ENSG00000072952	MRVI1	3	6	13	4	4	10	11	6	6	30	16	3	3	11	19	11
ENSG00000206858	RF00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000198730	CTR9	3811	4016	5046	2976	3480	3282	3844	3631	4434	4371	6299	1861	4404	4757	10000	9455
ENSG00000110321	EIF4G2	35700	37099	41624	32215	36588	33999	37273	33408	51789	36768	57141	17831	45493	48496	72165	60067
ENSG00000238622	SNORD97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246308	AC116535.1	29	62	32	25	28	33	37	20	57	79	95	17	40	35	63	67
ENSG00000236287	ZBED5	2632	2645	3484	2642	2226	2143	2388	2395	3313	2683	4629	1752	2609	2793	5084	5549
ENSG00000247271	ZBED5-AS1	390	296	320	225	183	181	287	183	321	370	495	129	377	290	810	484
ENSG00000250041	AC069360.1	0	2	4	2	0	3	1	3	3	0	3	0	4	2	7	1
ENSG00000254401	AC111188.1	0	0	1	0	0	2	0	0	0	2	2	1	0	1	9	8
ENSG00000254957	AC111188.2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0
ENSG00000270897	AC111188.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255123	MTND5P21	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0
ENSG00000255260	KC877392.1	0	0	0	8	0	0	0	0	3	2	0	0	0	1	2	0
ENSG00000110328	GALNT18	1458	1670	1688	1744	1538	1822	1479	1875	2083	2156	2892	1138	1478	1882	3567	3081
ENSG00000254598	CSNK2A3	17	13	27	22	22	25	13	22	41	4	19	4	27	33	17	12
ENSG00000255351	AC023946.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255462	AC104031.1	3	12	4	13	5	6	5	9	9	11	18	2	7	9	13	17
ENSG00000266645	MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000280288	AC131935.2	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0
ENSG00000255309	AC131935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529	MIR8070	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000170242	USP47	4355	3477	5475	3689	4569	4383	4315	4225	4927	3914	5563	2190	5456	6985	7616	9040
ENSG00000255492	AC104383.1	1	0	0	0	0	3	2	1	3	1	0	2	0	1	3	0
ENSG00000050165	DKK3	224	292	253	279	168	237	210	225	354	404	496	123	263	237	507	342
ENSG00000254486	LINC02547	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3
ENSG00000254991	AC124276.1	12	22	41	18	16	20	19	18	26	26	50	11	19	23	68	44
ENSG00000255400	AC124276.2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000133816	MICAL2	594	377	632	875	1332	1192	770	875	903	458	698	385	1090	1759	870	974
ENSG00000275373	MIR6124	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	5
ENSG00000254680	AC079329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254983	AC025300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197702	PARVA	1968	1944	2165	1934	2076	2062	1890	1876	2425	2049	2854	966	2447	2622	3922	3078
ENSG00000254847	AC009806.1	0	0	1	0	1	0	0	0	1	2	5	0	0	5	0	2
ENSG00000187079	TEAD1	1807	1437	1880	1959	2097	2092	1944	1840	2371	1579	2157	935	2980	3055	3242	2732
ENSG00000254688	AC013549.2	1	0	0	1	2	3	3	1	4	3	0	0	0	3	0	0
ENSG00000255067	AC013549.3	2	3	0	0	1	0	1	3	0	0	1	0	0	0	1	1
ENSG00000252329	RF00424	1	0	0	1	0	1	2	0	1	1	0	0	0	1	0	0
ENSG00000203258	AC013549.1	2	1	2	2	1	2	2	6	7	12	15	1	0	4	19	9
ENSG00000251381	LINC00958	975	1260	1623	1462	1483	1750	1335	1749	1272	1499	2094	1010	1312	1908	2083	3182
ENSG00000254670	AC084859.1	1	2	1	1	1	1	1	1	0	1	2	0	0	2	3	1
ENSG00000189431	RASSF10	8	12	23	5	4	17	15	4	11	22	24	13	18	18	19	26
ENSG00000255558	AC013762.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255018	AC022878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133794	ARNTL	389	412	596	546	632	698	486	590	507	454	609	335	528	767	687	976
ENSG00000222162	RN7SKP151	0	0	0	1	3	0	1	0	0	0	0	2	0	3	0	0
ENSG00000148925	BTBD10	1232	1103	1576	1150	1169	1153	1046	1099	1408	1203	1609	651	1401	1678	2472	2629
ENSG00000254583	AC021269.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000255401	AC021269.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152266	PTH	0	1	5	1	0	3	1	1	1	1	8	3	0	2	1	4
ENSG00000228901	HMGN2P36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000197601	FAR1	6131	5377	6440	5419	5754	4804	5331	5090	7353	4669	8116	3071	7193	7971	11376	9886
ENSG00000254791	FAR1-IT1	3	6	3	10	3	11	7	4	13	16	8	12	16	10	13	9
ENSG00000240454	RPL39P26	1	0	0	1	1	0	2	2	3	2	0	0	4	1	2	0
ENSG00000200685	RF00019	0	0	1	2	0	2	0	2	0	0	1	0	1	0	0	0
ENSG00000255075	CENPUP1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000255088	AC013828.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000255411	LINC02548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254927	AC027779.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254930	LINC02545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201856	RNA5SP331	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254438	AC022240.1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1
ENSG00000262655	SPON1	5108	5554	5154	6362	5392	6164	4870	6106	7979	5286	8257	3359	5748	6999	9160	8499
ENSG00000212365	RNA5SP332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254418	SPON1-AS1	2	4	5	4	1	6	2	3	2	6	6	6	1	5	18	5
ENSG00000133818	RRAS2	2570	3292	3528	3875	2505	2624	2545	2850	3393	3502	5649	2108	2925	2990	6152	6744
ENSG00000255074	AC018523.1	2	0	0	0	2	1	1	1	0	3	3	0	1	1	2	1
ENSG00000129083	COPB1	11727	12183	16464	14468	16327	14253	12717	14204	14590	10941	18326	8277	14204	19669	24099	30432
ENSG00000251991	RNU7-49P	3	1	0	1	0	1	2	1	6	4	3	3	4	2	9	6
ENSG00000256206	AC018523.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129084	PSMA1	3562	4690	5571	3263	2794	2892	3664	3844	4209	5439	7341	3298	3096	3324	10176	12365
ENSG00000152270	PDE3B	2179	2246	2081	2115	1883	1736	1810	1860	3454	1798	3457	1042	2695	2572	3888	2937
ENSG00000255040	MORF4L1P3	2	2	0	6	2	7	3	5	3	3	0	4	5	5	15	2
ENSG00000186104	CYP2R1	1176	1291	1631	1402	1351	1637	1327	1663	1224	1681	1986	1092	1213	1570	2517	3272
ENSG00000175868	CALCB	416	941	1273	1646	1174	1916	873	2143	789	1202	1731	1565	503	1167	1266	3689
ENSG00000253179	CALCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110680	CALCA	1	2	2	2	0	0	0	1	0	0	2	0	0	0	0	3
ENSG00000250640	OR7E41P	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000188487	INSC	13	46	32	26	26	24	15	31	28	76	100	16	21	13	37	57
ENSG00000253072	RF00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254946	AC073172.2	1	0	0	0	0	0	0	2	0	1	2	0	0	0	7	1
ENSG00000254789	AC073172.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2
ENSG00000254695	AC087379.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254645	AC087379.1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2
ENSG00000254661	AC009869.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110693	SOX6	281	240	318	282	280	319	306	306	308	323	422	168	393	410	650	580
ENSG00000284094	MIR6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254878	AC103794.1	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0
ENSG00000213785	AKR1B1P3	0	1	0	1	2	0	0	1	0	1	0	0	1	1	0	1
ENSG00000241943	RN7SL188P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000110696	C11orf58	17660	20684	23183	19820	16439	16065	17066	17220	22575	21340	31868	10987	18637	19811	39723	41063
ENSG00000166689	PLEKHA7	713	626	779	762	756	851	778	808	931	754	1101	401	1061	1186	1356	1025
ENSG00000199883	RN7SKP90	0	0	0	1	0	0	0	0	0	5	3	0	0	0	0	0
ENSG00000244398	AC116533.1	3350	5216	6811	6208	2885	4494	4477	4409	4536	4267	5596	3937	3460	3113	6464	8291
ENSG00000184669	OR7E14P	69	84	95	58	82	83	59	74	71	83	92	58	88	88	180	135
ENSG00000110700	RPS13	38747	51354	62092	43552	35500	41697	45145	46465	46324	66953	91816	36688	35197	41472	120083	130930
ENSG00000272034	SNORD14A	77	105	141	53	39	43	69	71	94	135	185	140	53	61	147	301
ENSG00000201403	SNORD14B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011405	PIK3C2A	2689	2188	2834	2704	3106	2651	2545	2620	3683	1761	3569	1396	4041	4771	4109	3990
ENSG00000201586	RNU6-593P	0	0	0	0	0	1	0	1	1	1	0	0	2	0	0	1
ENSG00000240808	AC126389.1	3	5	5	3	6	5	7	10	5	10	15	5	6	2	18	22
ENSG00000213779	AC107956.2	5	3	1	5	1	4	1	7	5	1	5	0	4	5	5	1
ENSG00000070081	NUCB2	9602	11491	19027	15229	13883	14905	12741	14981	11707	13569	16588	10081	10196	13757	26339	47495
ENSG00000197149	AC107956.1	23	23	34	25	13	21	23	21	32	43	70	20	31	24	68	47
ENSG00000285545	AC124798.2	3	0	3	1	2	5	2	1	5	5	1	1	1	2	1	8
ENSG00000188211	NCR3LG1	952	781	1151	1259	2043	1487	1565	1586	2080	911	1517	799	2208	3660	2080	1960
ENSG00000260196	AC124798.1	1043	1208	1337	895	962	1287	1237	1306	1262	1587	1677	874	969	1193	2636	2732
ENSG00000187486	KCNJ11	162	202	211	218	219	260	272	231	274	360	341	138	219	282	469	383
ENSG00000006071	ABCC8	49	66	64	75	60	93	79	90	125	92	142	47	77	77	85	77
ENSG00000255035	SDHCP4	0	2	0	0	1	1	3	0	1	1	1	1	1	1	5	0
ENSG00000006611	USH1C	2643	2516	2947	3258	2605	3253	2762	3376	2545	3404	4648	2194	2534	3180	6668	5617
ENSG00000188162	OTOG	137	102	149	170	176	198	130	189	190	190	253	98	140	260	349	215
ENSG00000254586	AC124301.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255335	AC124301.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129152	MYOD1	25	35	35	37	22	27	37	27	34	55	77	27	25	33	62	61
ENSG00000129159	KCNC1	93	65	66	101	94	137	95	140	121	142	114	61	108	133	175	111
ENSG00000129158	SERGEF	1078	1434	1484	1198	980	1234	1208	1559	1282	1994	2240	993	1033	1201	3585	3373
ENSG00000255448	AC055860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129167	TPH1	18	29	22	12	23	40	25	31	41	30	41	15	31	19	31	32
ENSG00000166788	SAAL1	2328	2330	3097	2541	2349	2378	2479	2318	2669	2859	3771	1613	2354	2800	5440	5726
ENSG00000255254	HIGD1AP5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000166787	SAA3P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000179826	MRGPRX3	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000255470	AC090099.4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0
ENSG00000285562	AC090099.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000254857	AC090099.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000179817	MRGPRX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255138	GLTPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254546	AC090099.2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
ENSG00000189332	AC090099.1	0	0	0	3	0	0	1	0	1	2	2	0	0	0	4	0
ENSG00000148965	SAA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000255071	SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134339	SAA2	0	0	3	0	0	0	0	1	0	0	4	1	1	1	3	0
ENSG00000200336	RNA5SP333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212789	ST13P5	10	8	8	7	9	3	12	13	15	4	3	7	12	18	2	3
ENSG00000173432	SAA1	0	1	0	2	1	1	0	1	0	1	4	0	0	0	1	3
ENSG00000201695	RNA5SP334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110756	HPS5	1160	1008	1294	1029	1076	1009	1052	981	1398	1033	1500	558	1336	1589	1875	1713
ENSG00000110768	GTF2H1	2197	2306	3235	2395	2290	2427	2331	2546	2687	2621	3689	1458	2638	3045	4945	5245
ENSG00000264603	MIR3159	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000134333	LDHA	41925	57466	44495	38752	34859	43142	36644	47219	68846	62716	77469	23071	43632	45069	88005	71854
ENSG00000256006	AC084117.1	25	75	55	16	12	14	37	24	49	115	180	54	34	15	163	181
ENSG00000166796	LDHC	436	476	695	416	382	368	562	400	424	583	682	272	480	531	1170	1228
ENSG00000256734	AC027544.3	1	0	2	1	2	0	3	2	2	7	11	2	1	2	10	5
ENSG00000166800	LDHAL6A	16	25	11	14	11	8	18	17	37	31	42	10	11	11	42	64
ENSG00000074319	TSG101	3367	4725	5160	4198	3537	3920	3932	4525	4311	5306	7454	2804	4003	4422	8834	9027
ENSG00000256464	YWHABP2	3	9	3	6	5	6	1	6	5	1	9	0	7	10	7	4
ENSG00000256588	AC027544.2	0	9	1	11	7	4	5	5	21	9	8	9	5	3	11	14
ENSG00000256361	AC027544.1	5	4	2	5	4	2	1	5	13	17	9	4	8	6	6	8
ENSG00000151116	UEVLD	717	667	792	458	432	380	539	482	860	752	1106	287	719	676	1365	1158
ENSG00000274589	RF00017	0	5	2	1	0	0	2	1	2	6	5	0	0	2	9	8
ENSG00000247595	SPTY2D1OS	90	106	127	146	91	95	123	92	104	183	220	83	91	130	264	297
ENSG00000256282	AC112694.1	6	16	4	5	14	8	5	8	25	22	12	6	12	13	12	5
ENSG00000279837	AC112694.2	0	4	0	2	11	6	2	4	11	11	4	0	15	12	10	2
ENSG00000179119	SPTY2D1	1668	1731	1786	1524	1504	1395	1548	1447	2352	1753	2655	918	2150	2196	3337	3033
ENSG00000257043	AP006296.1	9	21	9	18	18	24	20	15	31	26	3	2	15	19	41	8
ENSG00000151117	TMEM86A	205	255	305	306	279	392	270	369	317	319	556	235	264	355	399	557
ENSG00000179057	IGSF22	8	13	24	10	12	11	14	17	18	25	36	15	21	8	22	17
ENSG00000254966	AC103974.1	0	0	2	0	1	4	5	2	0	1	1	0	4	2	3	1
